,year,quarter,title,studio,castcrew,link_en
21,2016,Q2,Alice Through the Looking Glass,Walt Disney Pictures / Roth Films,"James Bobin (director); Linda Woolverton (screenplay); Johnny Depp, Anne Hathaway, Mia Wasikowska, Rhys Ifans, Helena Bonham Carter, Sacha Baron Cohen, Alan Rickman, Stephen Fry, Michael Sheen, Timothy Spall",/wiki/Alice_Through_the_Looking_Glass_(2016_film)
22,2016,Q2,Café Society,Amazon Studios / Lionsgate,"Woody Allen (director); Jeannie Berlin, Steve Carell, Jesse Eisenberg, Blake Lively, Parker Posey, Kristen Stewart, Corey Stoll, Ken Stott",/wiki/Caf%C3%A9_Society_(2016_film)
23,2016,Q2,The Darkness,Universal Pictures / High Top Releasing BH Tilt,"Greg McLean (director/screenplay); Shayne Armstrong, Shane Krause (screenplay); Kevin Bacon, Radha Mitchell, David Mazouz, Lucy Fry, Matt Walsh, Jennifer Morrison",/wiki/The_Darkness_(film)
24,2016,Q2,Last Days in the Desert,Broad Green Pictures,"Rodrigo Garcia (director/screenplay); Ewan McGregor, Ciarán Hinds, Ayelet Zurer, Tye Sheridan",/wiki/Last_Days_in_the_Desert
25,2016,Q2,Love & Friendship,Amazon Studios,Whit Stillman (director/screenplay); Kate Beckinsale,/wiki/Love_%26_Friendship
26,2016,Q2,Money Monster,TriStar Pictures,"Jodie Foster (director); Jamie Linden, Alan Di Fiore, Jim Kouf (screenplay); George Clooney, Julia Roberts, Jack O'Connell, Dominic West, Caitriona Balfe",/wiki/Money_Monster
27,2016,Q2,The Nice Guys,Warner Bros. Pictures / Silver Pictures,"Shane Black (director/screenplay); Anthony Bagarozzi (screenplay); Russell Crowe, Ryan Gosling, Angourie Rice, Matt Bomer, Margaret Qualley, Keith David, Kim Basinger",/wiki/The_Nice_Guys
28,2016,Q2,Maggie's Plan,Sony Pictures Classics,"Rebecca Miller (director/screenplay); Karen Rinaldi (screenplay); Greta Gerwig, Julianne Moore, Ethan Hawke, Bill Hader, Maya Rudolph, Monte Greene",/wiki/Maggie%27s_Plan
29,2016,Q2,Neighbors 2: Sorority Rising,Universal Pictures / Good Universe,"Nicholas Stoller (director); Andrew J. Cohen, Brendan O'Brien (screenplay); Seth Rogen, Zac Efron, Rose Byrne, Chloë Grace Moretz, Dave Franco, Ike Barinholtz, Carla Gallo, Kiersey Clemons, Beanie Feldstein, Christopher Mintz-Plasse, Jerrod Carmichael, Hannibal Buress, Selena Gomez, Lisa Kudrow",/wiki/Neighbors_2:_Sorority_Rising
30,2016,Q2,The Neon Demon,Broad Green Pictures,"Nicolas Winding Refn (director); Elle Fanning, Karl Glusman, Jena Malone, Bella Heathcote, Abbey Lee, Christina Hendricks, Keanu Reeves",/wiki/The_Neon_Demon
31,2016,Q2,Teenage Mutant Ninja Turtles: Out of the Shadows,Paramount Pictures / Nickelodeon Movies / Platinum Dunes,"Dave Green (director); Josh Appelbaum, André Nemec (screenplay); Megan Fox, Stephen Amell, Will Arnett, Laura Linney, Pete Ploszek, Noel Fisher, Jeremy Howard, Alan Ritchson, Brian Tee, Gary Anthony Williams, Sheamus, Tyler Perry",/wiki/Teenage_Mutant_Ninja_Turtles:_Out_of_the_Shadows
32,2016,Q2,Me Before You,Warner Bros. Pictures / New Line Cinema / Metro-Goldwyn-Mayer,"Thea Sharrock (director); Scott Neustadter, Michael H. Weber (screenplay); Emilia Clarke, Sam Claflin, Charles Dance, Jenna Coleman, Janet McTeer",/wiki/Me_Before_You_(film)
33,2016,Q2,Popstar: Never Stop Never Stopping,Universal Pictures / Perfect World Pictures,"Jorma Taccone, Akiva Schaffer (director); Jorma Taccone, Akiva Schaffer, Andy Samberg (screenplay)",/wiki/Popstar:_Never_Stop_Never_Stopping
34,2016,Q2,Now You See Me 2,Summit Entertainment,"Jon M. Chu (director); Ed Solomon, Pete Chiarelli (screenplay); Mark Ruffalo, Jesse Eisenberg, Woody Harrelson, Dave Franco, Lizzy Caplan, Daniel Radcliffe, Morgan Freeman, Michael Caine",/wiki/Now_You_See_Me_2
35,2016,Q2,The Conjuring 2,Warner Bros. Pictures / New Line Cinema / RatPac Entertainment,"James Wan (director); Chad Hayes, Carey Hayes (screenplay); Patrick Wilson, Vera Farmiga, Frances O'Connor, Madison Wolfe, Simon McBurney, Franka Potente",/wiki/The_Conjuring_2
36,2016,Q2,Finding Dory,Walt Disney Pictures / Pixar Animation Studios,"Andrew Stanton (director/screenplay), Angus MacLane (co-director); Ellen DeGeneres, Albert Brooks, Hayden Rolence, Ed O'Neill, Kaitlin Olson, Ty Burrell, Diane Keaton, Eugene Levy, Idris Elba, Dominic West, Sigourney Weaver, Bob Peterson, Andrew Stanton, Bill Hader, Kate McKinnon, Alexander Gould, Torbin Xan Bullock, Gabriel C. Brown, Katherine Ringgold, Bennett Dammann, John Ratzenberger, Angus MacLane, Willem Dafoe, Brad Garrett, Allison Janney, Austin Pendleton, Stephen Root, Vicki Lewis, Jerome Ranft, Sloane Murray, Lucia Geddes, David Arnott, Veronika Bonell, Doug Burch, Catherine Cavadini, Will Collyer, Liza Seneca, Judi Durand, Deb Fink, Aaron Fors, Willow Geer, Carter Hastings, Aaron Hendry, Andy Hirsch, Barbara Iley, Dara Iruka, Molly Jackson, Daniella Jones, Carlyle King, Riley Lio, Jeremy Maxwell, Daniel Edward Mora, Dylan Naber, Jason Pace, Carrie Paff, Paige Nan Pollack, Alex Puccinelli, David Randolph, Terrell Ransom Jr., Emma Shannon, Gunnar Sizemore, Regina Taufen, Nancy Truman, Andreana Weiner, Ashlyn Faith Williams, Dash Zamm",/wiki/Finding_Dory
37,2016,Q2,Central Intelligence,Warner Bros. Pictures / New Line Cinema / Universal Pictures / RatPac Entertainment / Perfect World Pictures / Bluegrass Films,"Rawson Marshall Thurber (director); Ike Barinholtz, David Stassen, Peter Steinfeld (screenplay); Dwayne Johnson, Kevin Hart, Amy Ryan, Aaron Paul",/wiki/Central_Intelligence
38,2016,Q2,Genius,Summit Entertainment / Roadside Attractions,"Michael Grandage (director); John Logan (screenplay); Colin Firth, Jude Law, Nicole Kidman, Dominic West, Guy Pearce, Laura Linney",/wiki/Genius_(2016_film)
39,2016,Q2,Warcraft,Universal Pictures / Legendary Pictures / Blizzard Entertainment / Atlas Entertainment,"Duncan Jones (director/screenplay); Charles Leavitt (screenplay); Travis Fimmel, Paula Patton, Ben Foster, Dominic Cooper, Toby Kebbell, Ben Schnetzer, Rob Kazinsky, Daniel Wu, Clancy Brown",/wiki/Warcraft_(film)
40,2016,Q2,Rock Dog,Summit Entertainment / Huayi Brothers,"Ash Brannon (director/screenplay); Kurt Voelker (screenplay); Luke Wilson, Eddie Izzard, J. K. Simmons, Lewis Black, Kenan Thompson, Mae Whitman, Jorge Garcia, Matt Dillon, Sam Elliott",/wiki/Rock_Dog
41,2016,Q2,Free State of Jones,STX Entertainment,"Gary Ross (director, screenplay); Matthew McConaughey, Gugu Mbatha-Raw, Keri Russell, Mahershala Ali",/wiki/Free_State_of_Jones_(film)
42,2016,Q2,The Secret Life of Pets,Universal Pictures / Illumination Entertainment,"Chris Renaud, Yarrow Cheney (directors); Cinco Paul, Ken Daurio (screenplay); Louis C.K., Eric Stonestreet, Kevin Hart, Jenny Slate, Ellie Kemper, Lake Bell, Dana Carvey, Hannibal Buress, Bobby Moynihan, Steve Coogan, Albert Brooks",/wiki/The_Secret_Life_of_Pets
43,2016,Q2,Independence Day: Resurgence,20th Century Fox / TSG Entertainment / Centropolis Entertainment / Electric Entertainment,"Roland Emmerich (director/screenplay); Dean Devlin, Carter Blanchard (screenplay); Jeff Goldblum, Liam Hemsworth, Bill Pullman, Jessie Usher, Maika Monroe, William Fichtner, Charlotte Gainsbourg, Brent Spiner, Judd Hirsch, Sela Ward, Vivica A. Fox",/wiki/Independence_Day:_Resurgence
44,2016,Q2,The Shallows,Columbia Pictures,Jaume Collet-Serra (director); Anthony Jaswinski (screenplay); Blake Lively,/wiki/The_Shallows_(film)
45,2016,Q2,The Fundamentals of Caring,Netflix,"Rob Burnett (director); Paul Rudd, Selena Gomez, Craig Roberts",/wiki/The_Fundamentals_of_Caring
46,2016,Q2,The Legend of Tarzan,Warner Bros. Pictures / Village Roadshow Pictures / RatPac Entertainment,"David Yates (director); Stephen Sommers, Stuart Beattie (screenplay); Alexander Skarsgard, Samuel L. Jackson, Margot Robbie, Christoph Waltz, Djimon Hounsou, Jim Broadbent",/wiki/The_Legend_of_Tarzan_(film)
0,2016,Q3,The BFG,Walt Disney Pictures / Amblin Entertainment / Reliance Entertainment / Walden Media,"Steven Spielberg (director); Melissa Mathison (screenplay); Mark Rylance, Ruby Barnhill, Penelope Wilton, Jemaine Clement, Rebecca Hall, Rafe Spall, Bill Hader",/wiki/The_BFG_(2016_film)
1,2016,Q3,The Purge: Election Year,Universal Pictures / Platinum Dunes,"James DeMonaco (director/screenplay); Frank Grillo, Betty Gabriel, Edwin Hodge, Kyle Secor, Joseph Julian Soria, Mykelti Williamson, Elizabeth Mitchell",/wiki/The_Purge:_Election_Year
2,2016,Q3,Our Kind of Traitor,Lionsgate,"Susanna White (director); Hossein Amini (screenplay); Ewan McGregor, Naomie Harris, Stellan Skarsgård, Damian Lewis, Alicia von Rittberg, Velibor Topic",/wiki/Our_Kind_of_Traitor_(film)
3,2016,Q3,Carnage Park,Diablo Entertainment,"Mickey Keating (director); Ashley Bell, Darby Stanchfield, Pat Haley, Alan Ruck",/wiki/Carnage_Park
4,2016,Q3,Star Trek Beyond,Paramount Pictures / Skydance Media / Bad Robot Productions,"Justin Lin (director); Simon Pegg, Doug Jung (screenplay); Chris Pine, Zachary Quinto, Zoe Saldana, Karl Urban, John Cho, Anton Yelchin, Simon Pegg, Idris Elba, Sofia Boutella",/wiki/Star_Trek_Beyond
5,2016,Q3,Mike and Dave Need Wedding Dates,20th Century Fox / TSG Entertainment / Chernin Entertainment,"Jake Szymanski (director); Andrew J. Cohen, Brendan O'Brien (screenplay); Zac Efron, Adam DeVine, Anna Kendrick, Aubrey Plaza",/wiki/Mike_and_Dave_Need_Wedding_Dates
6,2016,Q3,Fathers and Daughters,Lakeshore Entertainment / Voltage Pictures / Andrea Leone Films / Fear of God Films,"Gabriele Muccino (director); Brad Desch (screenplay); Russell Crowe, Amanda Seyfried, Aaron Paul, Diane Kruger, Quvenzhané Wallis, Bruce Greenwood, Jane Fonda, Octavia Spencer",/wiki/Fathers_and_Daughters
7,2016,Q3,Captain Fantastic,Bleecker Street,"Matt Ross (director); Viggo Mortensen, Frank Langella, Kathryn Hahn, Steve Zahn",/wiki/Captain_Fantastic_(film)
8,2016,Q3,Our Little Sister,Sony Pictures Classics,"Hirokazu Koreeda (director); Haruka Ayase, Masami Nagasawa, Kaho, Suzu Hirose",/wiki/Our_Little_Sister
9,2016,Q3,Zero Days,Magnolia Pictures,Alex Gibney (director),/wiki/Zero_Days
10,2016,Q3,Ghostbusters,Columbia Pictures / Village Roadshow Pictures / Ghost Corps,"Paul Feig (director/screenplay); Katie Dippold (screenplay); Melissa McCarthy, Kristen Wiig, Kate McKinnon, Leslie Jones, Chris Hemsworth, Neil Casey, Andy García, Cecily Strong, Michael K. Williams, Charles Dance",/wiki/Ghostbusters_(2016_film)
11,2016,Q3,Jason Bourne,Universal Pictures / Perfect World Pictures / The Kennedy/Marshall Company,"Paul Greengrass (director/screenplay); Christopher Rouse (screenplay); Matt Damon, Tommy Lee Jones, Alicia Vikander, Julia Stiles, Riz Ahmed, Vincent Cassel",/wiki/Jason_Bourne_(film)
12,2016,Q3,The Infiltrator,Broad Green Pictures,"Brad Furman (director); Ellen Brown Furman (screenplay); Bryan Cranston, Diane Kruger, Benjamin Bratt, John Leguizamo, Amy Ryan, Said Taghmaoui",/wiki/The_Infiltrator_(2016_film)
13,2016,Q3,Hillary's America: The Secret History of the Democratic Party,Quality Flix,Dinesh D'Souza (director);,/wiki/Hillary%27s_America:_The_Secret_History_of_the_Democratic_Party
14,2016,Q3,Ice Age: Collision Course,20th Century Fox Animation / Blue Sky Studios,"Mike Thurmeier, Galen T. Chu (directors); Ray Romano, John Leguizamo, Denis Leary, Keke Palmer, Jesse Tyler Ferguson, Seann William Scott, Simon Pegg, Josh Peck, Jessie J, Nick Offerman, Stephanie Beatriz, Max Greenfield, Jennifer Lopez, Queen Latifah, Neil deGrasse Tyson",/wiki/Ice_Age:_Collision_Course
15,2016,Q3,Lights Out,Warner Bros. Pictures / New Line Cinema / RatPac Entertainment / Atomic Monster Productions,"David F. Sandberg (director); Eric Heisserer (screenplay); Teresa Palmer, Gabriel Bateman, Alexander DiPersia, Maria Bello, Billy Burke",/wiki/Lights_Out_(2016_film)
16,2016,Q3,Absolutely Fabulous: The Movie,Fox Searchlight Pictures,"Mandie Fletcher (director); Jennifer Saunders, Joanna Lumley, Julia Sawalha, Jane Horrocks, June Whitfield, Chris Colfer, Kate Moss, Lulu, Emma Bunton, Robert Webb, Barry Humphires",/wiki/Absolutely_Fabulous:_The_Movie
17,2016,Q3,Don't Think Twice,The Film Arcade,"Mike Birbiglia (director); Keegan-Michael Key, Gillian Jacobs, Mike Birbiglia, Kate Micucci, Chris Gethhard, Tami Sagher",/wiki/Don%27t_Think_Twice
18,2016,Q3,Batman: The Killing Joke,Warner Bros. Pictures / DC Entertainment,"Sam Liu, Bruce Timm (director); Kevin Conroy, Mark Hamill, Tara Strong, Ray Wise",/wiki/Batman:_The_Killing_Joke_(film)
19,2016,Q3,Nerve,Lionsgate,"Henry Joost, Ariel Schulman (director); Dave Franco, Emma Roberts, Emily Meade, Kimiko Glenn, Juliette Lewis, Marc John Jefferies",/wiki/Nerve_(2016_film)
20,2016,Q3,Bad Moms,STX Entertainment,"Jon Lucas, Scott Moore (directors/screenwriters); Mila Kunis, Christina Applegate, Kristen Bell, Jada Pinkett Smith, Kathryn Hahn, Lilly Singh, Oona Laurence, Kesha",/wiki/Bad_Moms
21,2016,Q3,Equity,Sony Pictures Classics,"Meera Menon (director); Anna Gunn, James Purefoy, Sarah Megan Thomas, Alysia Reiner",/wiki/Equity_(film)
22,2016,Q3,Gleason,Amazon Studios / Open Road Films,Clay Tweel (director); Steve Gleason,/wiki/Gleason_(2016_film)
23,2016,Q3,Indignation,Summit Entertainment / Roadside Attractions,"James Schamus (director); Logan Lerman, Sarah Gadon, Tracy Letts, Linda Emond, Danny Burstein, Ben Rosenfield, Pico Alexander, Phillip Ettineger, Noah Ribbons",/wiki/Indignation_(film)
24,2016,Q3,Into the Forest,A24 / Elevation Pictures,"Patricia Rozema (director); Ellen Page, Evan Rachel Wood, Max Minghella, Callum Keith Rennie, Michael Eklund, Wendy Crewson",/wiki/Into_the_Forest
25,2016,Q3,Suicide Squad,Warner Bros. Pictures / RatPac Entertainment / DC Entertainment / Atlas Entertainment,"David Ayer (director/screenplay); Will Smith, Jared Leto, Margot Robbie, Joel Kinnaman, Viola Davis, Jai Courtney, Jay Hernandez, Adewale Akinnuoye-Agbaje, Ike Barinholtz, Scott Eastwood, Cara Delevingne, Karen Fukuhara, Adam Beach, Common",/wiki/Suicide_Squad_(film)
26,2016,Q3,Bobby Sands: 66 Days,Cyprus Avenue Films / Fine Point Films,"Brendan J. Byrne (director); Martin McCann, Fintan O'Toole, Charles Moore, Richard English, Norman Tebbit, Tim Pat Coogan, Gerry Adams",/wiki/Bobby_Sands:_66_Days
27,2016,Q3,Misfortune,Gunnison Films,"Desmond Devenish (director); Desmond Devenish, Xander Bailey, Jenna Kanell,",/wiki/Desmond_Devenish
28,2016,Q3,Nine Lives,EuropaCorp,"Barry Sonnenfeld (director); Matt Allen, Dan Antoniazzi, Gwyn Lurie, Ben Shiffrin, Caleb Wilson (screenplay); Kevin Spacey, Robbie Amell, Jennifer Garner, Christopher Walken, Malina Weissman, Mark Consuelos, Teddy Sears, Talitha Bateman",/wiki/Nine_Lives_(2016_film)
29,2016,Q3,Pete's Dragon,Walt Disney Pictures,"David Lowery (director/screenplay); Toby Halbrooks (screenplay); Bryce Dallas Howard, Oakes Fegley, Wes Bentley, Karl Urban, Oona Laurence, Robert Redford",/wiki/Pete%27s_Dragon_(2016_film)
30,2016,Q3,Sausage Party,Columbia Pictures / Annapurna Pictures / Point Grey Pictures,"Greg Tiernan, Conrad Vernon (director); Evan Goldberg, Kyle Hunter, Seth Rogen, Ariel Shaffir (screenplay); Seth Rogen, Kristen Wiig, Jonah Hill, Bill Hader, Michael Cera, James Franco, Danny McBride, Craig Robinson, Paul Rudd, Nick Kroll, David Krumholtz, Edward Norton, Salma Hayek",/wiki/Sausage_Party
31,2016,Q3,Hell or High Water,CBS Films / Lionsgate / Sidney Kimmel Entertainment / OddLot Entertainment,"David Mackenzie (director); Taylor Sheridan (screenplay); Jeff Bridges, Chris Pine, Ben Foster, Gil Birmingham",/wiki/Hell_or_High_Water_(2016_film)
32,2016,Q3,Anthropoid,Bleecker Street,"Sean Ellis (director); Cillian Murphy, Jamie Dornan, Anna Geislerová, Toby Jones",/wiki/Anthropoid_(film)
33,2016,Q3,Little Men,Magnolia Pictures,"Ira Sachs (director); Greg Kinnear, Paulina Garcia, Jennifer Ehle, Theo Taplitz, Michael Barieri, Talia Balsam, Alfred Molina",/wiki/Little_Men_(2016_film)
34,2016,Q3,Disorder,Mars Distribution,"Alice Winocour (director); Matthias Schoenaerts, Diane Kruger, Paul Hamy",/wiki/Disorder_(2015_film)
35,2016,Q3,When Elephants Were Young,Emerging Pictures,Patricia Sims (director); William Shatner,/wiki/When_Elephants_Were_Young
36,2016,Q3,Ben-Hur,Paramount Pictures / Metro-Goldwyn-Mayer,"Timur Bekmambetov (director); John Ridley, Keith R. Clarke (screenplay); Jack Huston, Morgan Freeman, Toby Kebbell, Rodrigo Santoro, Nazanin Boniadi, Sofia Black D'Elia, Ayelet Zurer",/wiki/Ben-Hur_(2016_film)
37,2016,Q3,Kubo and the Two Strings,Focus Features / Laika,"Travis Knight (director); Marc Haimes, Chris Butler (screenplay); Art Parkinson, Charlize Theron, Matthew McConaughey, Ralph Fiennes, Rooney Mara, George Takei",/wiki/Kubo_and_the_Two_Strings
38,2016,Q3,Imperium,Lionsgate Premiere,"Daniel Ragussis (director); Daniel Radcliffe, Toni Collette, Tracy Letts, Devin Druid, Pawel Szajda, Nestor Carbonell, Sam Trammell",/wiki/Imperium_(2016_film)
39,2016,Q3,"Lo and Behold, Reveries of the Connected World",Magnolia Pictures,Werner Herzog (director),"/wiki/Lo_and_Behold,_Reveries_of_the_Connected_World"
40,2016,Q3,Morris from America,A24 / DirecTV Cinema,"Chad Hartigan (director); Craig Robinson, Markees Christmas, Carla Juri, Lina Keller, Jakub Gierszal",/wiki/Morris_from_America
41,2016,Q3,The People vs. Fritz Bauer,Beta Cinema,Lars Kraume (director); Burghart Klaußner,/wiki/The_People_vs._Fritz_Bauer
42,2016,Q3,War Dogs,Warner Bros. Pictures / RatPac Entertainment,"Todd Phillips (director); Jason Smilovic, Todd Phillips, Stephen Chin (screenplay); Jonah Hill, Miles Teller, Bradley Cooper, Ana de Armas, JB Blanc",/wiki/War_Dogs_(2016_film)
43,2016,Q3,Don't Breathe,Screen Gems / Stage 6 Films / Ghost House Pictures,"Fede Alvarez (director/screenplay); Rodo Sayagues (screenplay); Jane Levy, Dylan Minnette, Daniel Zovatto, Stephen Lang",/wiki/Don%27t_Breathe
44,2016,Q3,Mechanic: Resurrection,Summit Entertainment / Millennium Films,"Dennis Gansel (director); Jason Statham, Jessica Alba, Tommy Lee Jones, Michelle Yeoh",/wiki/Mechanic:_Resurrection
45,2016,Q3,Hands of Stone,The Weinstein Company,"Jonathan Jakubowicz (director); Édgar Ramírez, Robert De Niro, Usher, Ellen Barkin, Ana de Armas",/wiki/Hands_of_Stone
46,2016,Q3,Mia Madre,Music Box Films,"Nanni Moretti (director/screenplay); Valia Santella, Francesco Piccolo (screenplay); Margherita Buy",/wiki/Mia_Madre
47,2016,Q3,La La Land,Summit Entertainment,"Damien Chazelle (director/screenplay); Ryan Gosling, Emma Stone, J. K. Simmons, John Legend, Rosemarie DeWitt, Finn Wittrock, Tom Everett Scott",/wiki/La_La_Land_(film)
48,2016,Q3,The Light Between Oceans,Touchstone Pictures / DreamWorks Pictures / Reliance Entertainment / Participant Media / Heyday Films,"Derek Cianfrance (director/screenplay); Michael Fassbender, Alicia Vikander, Rachel Weisz, Bryan Brown, Jack Thompson",/wiki/The_Light_Between_Oceans_(film)
49,2016,Q3,Morgan,20th Century Fox / Scott Free Productions,"Luke Scott (director); Seth Owen (screenplay); Kate Mara, Anya Taylor-Joy, Toby Jones, Rose Leslie, Boyd Holbrook, Michelle Yeoh, Jennifer Jason Leigh, Paul Giamatti",/wiki/Morgan_(2016_film)
50,2016,Q3,The 9th Life of Louis Drax,Summit Entertainment / Miramax / Soda Pictures,"Alexandre Aja (director); Max Minghella (screenplay); Jamie Dornan, Sarah Gadon, Aiden Longworth, Oliver Platt, Molly Parker, Julian Wadham, Jane McGregor, Barbara Hershey, Aaron Paul",/wiki/The_9th_Life_of_Louis_Drax
51,2016,Q3,Skiptrace,Cedar Mill Pictures,"Renny Harlin (director), Jay Longino, Bendavid Grabinski (screenplay); Jackie Chan, Johnny Knoxville, Bingbing Fan, Eric Tsang, Eve Torres",/wiki/Skiptrace_(film)
52,2016,Q3,Yoga Hosers,Invincible Pictures / SModcast Pictures,"Kevin Smith (director/screenplay); Harley Quinn Smith, Lily-Rose Depp, Johnny Depp, Justin Long, Ralph Garman, Haley Joel Osment, Tony Hale, Kevin Smith, Jason Mewes, Stan Lee",/wiki/Yoga_Hosers
53,2016,Q3,Rampage: President Down,Ridge Studios,"Uwe Boll (director), Uwe Boll, Brendan Fletcher (screenplay); Brendan Fletcher, Bruce Blain, Loretta Walsh, Zain Meghji, Steve Baran",/wiki/Rampage:_President_Down
54,2016,Q3,Sully,Warner Bros. Pictures / Village Roadshow Pictures / RatPac Entertainment / The Kennedy/Marshall Company,"Clint Eastwood (director); Todd Komarnicki (screenplay); Tom Hanks, Aaron Eckhart, Laura Linney, Holt McCallany, Jamey Sheridan, Jerry Ferrara",/wiki/Sully_(film)
